ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
65657,Maurice Labeyrie,M,NA,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver
65895,Georges Lagouge,M,26,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
68608,Paulin Alexandre Lemaire,M,37,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
68705,Suzanne Rachel Flore Lenglen,F,20,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Women's Singles,Gold
68705,Suzanne Rachel Flore Lenglen,F,20,NA,NA,France-3,FRA,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Mixed Doubles,Gold
68705,Suzanne Rachel Flore Lenglen,F,20,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Women's Doubles,Bronze
68931,Paul Louis Eugne Dsir Leroy,M,36,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Bronze
68931,Paul Louis Eugne Dsir Leroy,M,36,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",Silver
68931,Paul Louis Eugne Dsir Leroy,M,36,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",Silver
68997,Ernest Lespinasse,M,22,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
69110,Robert Levasseur,M,22,179,85,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver
70417,Alexandre Auguste Lippmann,M,38,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Individual",Silver
70417,Alexandre Auguste Lippmann,M,38,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Bronze
71486,Ren Zacharie Alfred Lorain,M,20,175,68,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
72810,Franois Arthur Mabillon,M,31,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Bronze
72810,Franois Arthur Mabillon,M,31,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",Silver
72810,Franois Arthur Mabillon,M,31,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",Silver
74981,Jean Alphonse Margraff,M,44,172,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Sabre, Team",Silver
75459,mile Martel,M,22,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
76206,Armand mile Nicolas Massard,M,35,186,84,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Individual",Gold
76206,Armand mile Nicolas Massard,M,35,186,84,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Bronze
81357,Robert Monier,M,35,186,81,Rose Pompon,FRA,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6.5 metres,Silver
81383,Maurice Paul Ren Monney-Bouton,M,28,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Pairs,Silver
81889,Louis Moreau,M,NA,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Bronze
82623,Ren Fernand Alexandre Mourlon,M,26,169,65,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
91723,Andr Joseph Parmentier,M,43,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Silver
91740,Nicolas Achille Paroche,M,52,170,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Silver
93570,Marc Marie Jean Perrodon,M,41,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Sabre, Team",Silver
93580,Marcel Lon Jacques Perrot,M,41,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Foil, Team",Silver
93971,Pierre Petiteau,M,20,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver
94643,Philippe Flix mile Picon,M,45,NA,NA,Rose Pompon,FRA,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6.5 metres,Silver
95121,Jules Pirard,M,34,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
95434,Alfred Pl,M,32,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Double Sculls,Bronze
95745,Gabriel Augustin Poix,M,31,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Pairs,Silver
95892,Achille Eugne Pollet,M,33,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
97860,Lonce Gaston Quentin,M,40,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Individual",Silver
97860,Lonce Gaston Quentin,M,40,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Bronze
97860,Lonce Gaston Quentin,M,40,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",Silver
97860,Lonce Gaston Quentin,M,40,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",Silver
100580,Louis Eugne Richez,M,55,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Bronze
100580,Louis Eugne Richez,M,55,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",Silver
100580,Louis Eugne Richez,M,55,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",Silver
101898,Georges Charles Roes,M,31,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Silver
103465,Paul Joseph mile Rumeau,M,41,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Silver
104756,Salins,M,NA,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Vaulting, Team",Silver
113404,Alphonse Achille Souchard,M,19,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Road Race, Team",Gold
119686,Raoul Eugne Thiercelin,M,39,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver
120168,Georges Thurnherr,M,34,175,66,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
120479,Ren Eugne Ernest Tirard,M,20,180,68,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
121290,Marco Torrs,M,32,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Individual All-Around,Silver
121290,Marco Torrs,M,32,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
122020,Georges Auguste Ernest Trombert,M,45,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Foil, Team",Silver
122020,Georges Auguste Ernest Trombert,M,45,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Bronze
122020,Georges Auguste Ernest Trombert,M,45,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Sabre, Team",Silver
128098,Franois Walker,M,NA,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
128811,Julien Victor Wartelle,M,31,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
128812,Paul Wartelle,M,28,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
129344,Albert Paul Mose Weil,M,39,NA,NA,Rose Pompon,FRA,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6.5 metres,Silver
4842,Ren Araou,M,21,178,98,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
8875,Honor Jean Bayard,M,26,173,78,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
9391,Louis Bguet,M,29,172,99,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
9409,Jean-Baptiste Andr Bhotguy,M,23,165,69,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
11646,"Alexandre Jacques Joseph Baptiste Henri ""Alex"" Bioussa",M,23,173,77,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
12114,Armand Blanchonnet,M,20,182,78,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",Gold
12114,Armand Blanchonnet,M,20,182,78,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",Gold
13249,tienne Bonnes,M,29,172,76,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
13301,Paul Pierre Bontemps,M,21,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
13600,Jean Laurent Robert Borotra,M,25,183,76,France-2,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,Bronze
14158,Adolphe Ren Bousquet,M,24,167,72,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
14877,Louis Charles Brguet,M,44,NA,NA,Namoussa,FRA,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 8 metres,Bronze
15706,Jacques Marie Stanislas Jean Brugnon,M,28,168,64,France-1,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,Silver
16018,"Georges Eugne William ""Go"" Buchard",M,30,170,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
18841,Laurent Aim Cassayet-Armagnac,M,31,183,88,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
19087,Philippe Louis Eugne Cattiau,M,31,165,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",Silver
19087,Philippe Louis Eugne Cattiau,M,31,165,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Gold
19454,Jean Franois Louis Ces,M,17,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Bantamweight,Bronze
21175,Lucien Eugne Choury,M,26,176,74,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
22149,Henri Jean Cochet,M,22,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,Silver
22149,Henri Jean Cochet,M,22,NA,NA,France-1,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,Silver
22312,Paul Ren Colas,M,43,170,NA,France,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Silver
22744,Eugne Louis Constant,M,23,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Silver
23003,Henri Pierre Coquelin de Lisle,M,23,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
23055,Eugne Louis Auguste Cordonnier,M,31,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
23465,Albert Courquin,M,49,168,NA,France,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Silver
23514,Jacques Coutrot,M,26,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Gold
24228,Jean Pierre Gaston Cugnot,M,24,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,Cycling Men's Sprint,Bronze
24228,Jean Pierre Gaston Cugnot,M,24,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
26401,Guy Julien Ernest Delage de Luget,M,40,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Gold
26888,Albert Paul Deborgies,M,21,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold
26940,Edmond Albert Dcottignies,M,30,171,66,France,FRA,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Lightweight,Gold
27009,Jean Henri Deglane,M,21,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
27220,Nol Jean Delberghe,M,26,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold
27401,Lon Delsarte,M,30,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
27820,Robert Desmettre,M,22,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold
27899,Marc Pierre Detton,M,23,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Double Sculls,Silver
29208,Lucien L. Dolqus,M,19,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Bronze
30361,Roger Franois Ducret,M,36,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",Gold
30361,Roger Franois Ducret,M,36,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Gold
30361,Roger Franois Ducret,M,36,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Individual",Silver
30361,Roger Franois Ducret,M,36,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
30361,Roger Franois Ducret,M,36,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Individual",Silver
30506,Paul Lon Auguste Louis Joseph Dujardin,M,29,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold
30733,Clment Dupont,M,25,165,68,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
30749,Albert Dupouy,M,23,170,73,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
33348,Jean Etcheberry,M,22,173,83,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
38009,Henri Galau,M,26,173,77,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
38352,Franois Lucien Gangloff,M,25,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
38352,Franois Lucien Gangloff,M,25,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Side Horse,Silver
39076,Lucien Alphonse Paul Gaudin,M,37,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Gold
39076,Lucien Alphonse Paul Gaudin,M,37,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
39115,Pierre Gauthier,M,45,NA,NA,Namoussa,FRA,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 8 metres,Bronze
39527,Charles Louis Prosper Guyot,M,32,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Literature,Gold
39755,Gilbert Antonin Jules Claude Marie Grints,M,21,180,86,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
40537,Robert William Girardet,M,30,NA,NA,Namoussa,FRA,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 8 metres,Bronze
41434,Charles Anthoine Gonnet,M,26,172,76,France,FRA,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Literature,Bronze
41983,Raoul Got,M,23,165,69,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
42083,Jean Honor  Gounot,M,30,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
42083,Jean Honor  Gounot,M,30,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Side Horse,Silver
42783,Louis Auguste Gressier,M,26,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Silver
43616,Andr Onsime Gaston Guerrier,M,49,NA,NA,Namoussa,FRA,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 8 metres,Bronze
45240,Ren Nicolas Adrien Hamel,M,21,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",Bronze
45240,Ren Nicolas Adrien Hamel,M,21,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",Gold
46019,Pierre douard Hardy,M,16,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Silver
47934,Arthur Alfred Hermann,M,30,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
48313,Gaston Heuet,M,31,160,49,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Bronze
48476,Alphonse Higelin (Hglin-),M,27,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
48476,Alphonse Higelin (Hglin-),M,27,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
50713,Franois Joseph Huber (Hber-),M,30,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
54047,Adolphe Jaurguy,M,26,183,78,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
55035,Louis Pierre Henri Jobier,M,44,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Gold
65647,Andr Labatut,M,32,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Gold
65647,Andr Labatut,M,32,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
65755,Jean Ren Lacoste,M,19,NA,NA,France-2,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,Bronze
66976,"Flix ""Ren"" Lasserre",M,28,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
67170,Andr Lauseig,M,24,181,70,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Bronze
67182,Henri Lauvaux,M,23,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Bronze
67717,Georges Marcel Lecointe,M,26,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Silver
67772,Andr Leducq,M,20,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",Gold
68839,Marcel Pierre Lepan,M,14,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Silver
68946,Franois Xavier Edmond Marie Lesage,M,38,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Dressage, Individual",Bronze
69187,Pierre Lewden,M,23,167,64,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's High Jump,Bronze
70381,Robert Gustave douard Liottel,M,38,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
70417,Alexandre Auguste Lippmann,M,42,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
71966,Marcel-Frdric Lubin-Lebrre,M,32,181,92,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
74768,Robert Henri Marchal,M,22,160,50,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Bronze
76076,Claude-Lon Mascaux,M,41,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Sculpturing,Bronze
76958,Albert Paul Mayaud,M,25,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold
79377,Lucien Michard,M,20,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,Cycling Men's Sprint,Gold
81179,Georges Henri Joseph Mollard,M,22,NA,NA,Namoussa,FRA,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 8 metres,Bronze
81383,Maurice Paul Ren Monney-Bouton,M,32,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxless Pairs,Silver
86940,Maurice Marcel Jacques Norland,M,22,166,57,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Bronze
90497,"Henri Antoine Padou, Sr.",M,25,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold
93512,Joseph Perotaux,M,41,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",Gold
95081,Georges Piot,M,27,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxless Pairs,Silver
95113,tienne Piquiral,M,22,180,87,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
100779,Georges Lucien Rigal,M,34,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold
100814,Charles Jean Rigoulot,M,20,173,82,France,FRA,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
101898,Georges Charles Roes,M,35,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Silver
103465,Paul Joseph mile Rumeau,M,45,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Silver
108269,Albert Sguin,M,33,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
108269,Albert Sguin,M,33,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rope Climbing,Silver
108269,Albert Sguin,M,33,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Side Horse,Gold
115292,Jean-Pierre Stock,M,24,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Double Sculls,Silver
117836,Georges Charles Armand Tainturier,M,33,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
118135,Raymond mile Julien Talleux,M,23,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Silver
125556,Jean mile Vaysse,M,24,173,72,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
126992,Pnlope Julie Vlasto (-Serpieri),F,20,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,Silver
128365,Georges Eugne Wambst,M,21,172,72,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",Gold
4060,Georges Jules Andr,M,47,NA,NA,France,FRA,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Bronze
10841,Georges Camille Berthet,M,20,NA,NA,France,FRA,1924 Winter,1924,Winter,Chamonix,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol,Bronze
15774,Pierre mile Ernest Brunet,M,21,168,NA,France-1,FRA,1924 Winter,1924,Winter,Chamonix,Figure Skating,Figure Skating Mixed Pairs,Bronze
15776,Andre Marguerite Blanche Brunet-Joly,F,22,165,NA,France-1,FRA,1924 Winter,1924,Winter,Chamonix,Figure Skating,Figure Skating Mixed Pairs,Bronze
17919,Pierre Henri Canivet,M,33,NA,NA,France,FRA,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Bronze
23463,Fernand Henri Jean Cournollet,M,41,NA,NA,France,FRA,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Bronze
52402,Armand Isaac-Bndic,M,48,NA,NA,France,FRA,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Bronze
74362,Paul Camille Albert Mandrillon,M,32,NA,NA,France,FRA,1924 Winter,1924,Winter,Chamonix,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol,Bronze
74363,Gabriel Maurice Mandrillon,M,21,NA,NA,France,FRA,1924 Winter,1924,Winter,Chamonix,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol,Bronze
125054,Adrien Louis Albert Vandelle,M,21,NA,NA,France,FRA,1924 Winter,1924,Winter,Chamonix,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol,Bronze
3544,Gaston Marcel Amson,M,44,NA,NA,France,FRA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Silver
4688,"Hermann ""Armand"" Apell",M,23,NA,50,France,FRA,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Flyweight,Silver
